address,geocoded_address
88 Mergui Rd,"Forte Suites, 88, Mergui Road, Cityscape @ Farrer Park, Kallang, Central, 210054, Singapore"
28 Bukit Batok East Ave 2,"28, Bukit Batok East Avenue 2, Hillview Regency, Bukit Batok, Southwest, 650257, Singapore"
682B Jurong West Central 1,"682B, Jurong West Central 1, Boon Lay Place, Jurong West, Southwest, 642682, Singapore"
180 Bukit Batok West Avenue 8,"180, Bukit Batok West Avenue 8, Bukit Batok, Southwest, 650180, Singapore"
2 Geylang East Ave 2,"2, Geylang East Avenue 2, Geylang, Southeast, 389753, Singapore"
Springhill,"Springhill, Sembawang, Northwest, Singapore"
189A Marsiling Road,"189A, Marsiling Road, Marsiling Grove, Woodlands, Northwest, 731189, Singapore"
Andrews Terrace,"Andrews Terrace, Sembawang Straits Estates, Sembawang, Northwest, 757600, Singapore"
32 Woodlands Cres,"32, Woodlands Crescent, Woodlands, Northwest, 730784, Singapore"
680A Jurong West Central 1,"680A, Jurong West Central 1, Boon Lay Place, Jurong West, Southwest, 641680, Singapore"
135 Pasir Ris Grove,"Pasir Ris Grove, Pasir Ris, Northeast, 518074, Singapore"
17B Simei St 4,"Simei Street 4, Simei, Southeast, 520227, Singapore"
807 Yishun Ring Road,"Yishun Ring Road, Yishun, Northwest, 760675, Singapore"
314 Woodlands Street 31,"314, Woodlands Street 31, Woodlands, Northwest, 730314, Singapore"
14 Kim Tian Rd,"Kim Tian Road, Bukit Merah, Central, 161126, Singapore"
33 Ipoh Lane,"Ipoh Lane, Joo Chiat, Geylang, Southeast, 437321, Singapore"
162 Jalan Teck Whye,"162, Jalan Teck Whye, Teck Whye, Choa Chu Kang, Southwest, 680162, Singapore"
698C Jurong West Central 3,"698C, Jurong West Central 3, Jurong West Blossom, Jurong West, Southwest, 643698, Singapore"
264 Toa Payoh East,"Toa Payoh Apex, 264, Toa Payoh East, Braddell, Toa Payoh, Central, 310264, Singapore"
335A Anchorvale Crescent,"335A, Anchorvale Crescent, Anchorvale, Seng Kang, Northeast, 541335, Singapore"
232 Ang Mo Kio Avenue 3,"232, Ang Mo Kio Avenue 3, Kebun Baru, Ang Mo Kio, Central, 560232, Singapore"
154B Bedok South Road,"154B, Bedok South Road, Bedok, Southeast, 462154, Singapore"
653C Punggol Drive,"653C, Punggol Drive, Waterway East, Punggol, Northeast, 823653, Singapore"
816 Jurong West Street 81,"SaveMyPiz LLP (Photo Scanning Service), 816, Jurong West Street 81, Yunnan, Jurong West, Southwest, 640816, Singapore"
220 Serangoon Avenue 4,"Serangoon Avenue 4, Serangoon Green, Serangoon, Southeast, 551223, Singapore"
112 Bukit Purmei Road,"UOB, 112, Bukit Purmei Road, Bukit Purmei Ville, Bukit Merah, Central, 090112, Singapore"
Mera Gardens,"Mera Gardens Pumping Station, Almond Street, Dairy Farm, Bukit Panjang, Northwest, 679517, Singapore"
207 River Valley Rd,"Ippudo, 207, River Valley Road, Robertson Quay, Singapore River, Central, 238275, Singapore"
23 Pasir Ris Grove,"23, Pasir Ris Grove, Pasir Ris, Northeast, 518071, Singapore"
106 Rivervale Walk,"106, Rivervale Walk, Rivervale, Seng Kang, Northeast, 540106, Singapore"
31 Fernvale Rd,"31, Fernvale Road, Fernvale, Seng Kang, Central, 790464, Singapore"
249 Jurong East Street 24,"249, Jurong East Street 24, Yuhua, Jurong East, Southwest, 600249, Singapore"
528 Jelapang Road,"Jelapang Road, Saujana, Bukit Panjang, Northwest, 677744, Singapore"
308B Punggol Walk,"PCF Sparkletots Preschool, 308B, Punggol Walk, Waterway West, Punggol, Northeast, 822308, Singapore"
187A Bedok North Street 4,"Bedok North Street 4, Peakville Estate, Bedok, Southeast, 461187, Singapore"
407 Sin Ming Avenue,"407, Sin Ming Avenue, Sin Ming, Bishan, Central, 570410, Singapore"
455B Ang Mo Kio Street 44,"455B, Ang Mo Kio Street 44, Teck Ghee Parkview, Ang Mo Kio, Central, 562455, Singapore"
2 Petir Rd,"2, Petir Road, Jelebu, Bukit Panjang, Northwest, 678213, Singapore"
547 Woodlands Drive 16,"547, Woodlands Drive 16, Woodlands, Northwest, 730547, Singapore"
109 Serangoon North Avenue 1,"109, Serangoon North Avenue 1, Serangoon, Southeast, 550107, Singapore"
250 Yishun Avenue 9,"Yishun Avenue 9, Yishun, Northwest, 768893, Singapore"
414B Fernvale Link,"414B, Fernvale Link, Fernvale, Seng Kang, Central, 792414, Singapore"
173 Gangsa Road,"Gangsa Road, Jelebu, Bukit Panjang, Northwest, 679002, Singapore"
104A Edgefield Plains,"Edgefield Plains, Punggol Central, Punggol, Northeast, 822619, Singapore"
296C Bukit Batok Street 22,"296C, Bukit Batok Street 22, Skyline II @ Bukit Batok, Bukit Batok, Southwest, 653296, Singapore"
25A Saint George's Lane,"25A, Saint George's Lane, Saint George's Towers, Kallang, Central, 321025, Singapore"
510 Upper Serangoon Rd,"510, Upper Serangoon Road, Lorong Ah Soo, Hougang, Northeast, 534682, Singapore"
515 Dunman Rd,"Dunman Place, 515, Dunman Road, Joo Chiat, Geylang, Southeast, 430001, Singapore"
8 Jln Novena Barat,"8, Jalan Novena Barat, Novena, Central, 308563, Singapore"
6 Marina Boulevard,"Marina Boulevard, Straits View, Central, 018940, Singapore"
96 Edgedale Plains,"96, Edgedale Plains, Waterway East, Punggol, Northeast, 821666, Singapore"
Lorong 9 Geylang,"Lorong 9 Geylang, Geylang, Southeast, 387416, Singapore"
371 Upper Paya Lebar Rd,"Yi Kai Court, 371, Upper Paya Lebar Road, Serangoon, Southeast, 534965, Singapore"
21 Lorong Tahar,"21, Lorong Tahar, Geylang, Southeast, 387416, Singapore"
16 Lorong 33 Geylang,"16, Lorong 33 Geylang, Geylang, Southeast, 387982, Singapore"
329A Guillemard Rd,"Guillemard View, 329A, Guillemard Road, Geylang, Southeast, 399850, Singapore"
685 Geylang Rd,"Geylang Road, Geylang, Southeast, 389659, Singapore"
119 Bishan Street 12,"119, Bishan Street 12, Bishan, Central, 570119, Singapore"
7 Commonwealth Avenue,"7, Commonwealth Avenue, Ghim Moh, Queenstown, Northwest, 140007, Singapore"
219 Bukit Batok Street 21,"219, Bukit Batok Street 21, Bukit Batok, Southwest, 650219, Singapore"
234 Pasir Ris Drive 4,"234, Pasir Ris Drive 4, Pasir Ris, Northeast, 510234, Singapore"
609 Choa Chu Kang Street 62,"Choa Chu Kang Street 62, Yew Tee, Choa Chu Kang, Southwest, 680624, Singapore"
9 Holland Avenue,"9, Holland Avenue, Ghim Moh, Queenstown, Northwest, 272009, Singapore"
722 Yishun Street 71,"722, Yishun Street 71, Chong Pang, Yishun, Northwest, 760716, Singapore"
30 Lorong 33 Geylang,"30, Lorong 33 Geylang, Geylang, Southeast, 387987, Singapore"
419 Fajar Road,"Blk 419, 419, Fajar Road, Fajar, Bukit Panjang, Northwest, 670419, Singapore"
936 Hougang Street 92,"Hougang Street 92, Hougang, Northeast, 547532, Singapore"
185 Boon Lay Avenue,"185, Boon Lay Avenue, Boon Lay, Jurong West, Southwest, 640185, Singapore"
207 Jurong East Street 21,"207, Jurong East Street 21, Jurong East View, Jurong East, Southwest, 600207, Singapore"
863 Jurong West Street 81,"863, Jurong West Street 81, Yunnan, Jurong West, Southwest, 640863, Singapore"
101 Serangoon North Avenue 1,"101, Serangoon North Avenue 1, Hwi Yoh Court, Serangoon, Southeast, 550101, Singapore"
626 Pasir Ris Drive 3,"626, Pasir Ris Drive 3, Pasir Ris, Northeast, 510626, Singapore"
31 Rosewood Dr,"31, Rosewood Drive, Casablanca, Woodlands, Northwest, 737922, Singapore"
266C Compassvale Bow,"266C, Compassvale Bow, Rivervale, Seng Kang, Northeast, 543266, Singapore"
408B Fernvale Road,"408A, 408B, Fernvale Road, Jalan Kayu, Seng Kang, Central, 791408, Singapore"
346 Balestier Rd,"346, Balestier Road, Ritz Mansions, Novena, Central, 329779, Singapore"
Tai Peng Gardens,"15, Jalan Rengkam, Hougang, Northeast, 534754, Singapore"
Capitol Park,"The Working Capitol, 1, Keong Saik Road, People's Park, Outram, Central, 089109, Singapore"
411 Sembawang Drive,"411, Sembawang Drive, Sembawang, Northwest, 750411, Singapore"
27 Oxley Rd,"27, Oxley Road, Morison Hill, River Valley, Central, 238629, Singapore"
930 Tampines Street 91,"930, Tampines Street 91, Tampines West, Tampines, Northeast, 520930, Singapore"
666A Jurong West Street 65,"666A, Jurong West Street 65, Jurong West, Southwest, 641666, Singapore"
195 Kim Keat Avenue,"195, Kim Keat Avenue, Toa Payoh, Central, 310195, Singapore"
201 Jln Loyang Besar,"Jalan Loyang Besar, Pasir Ris, Northeast, 507020, Singapore"
416B Fernvale Link,"416B, Fernvale Link, Fernvale, Seng Kang, Central, 792416, Singapore"
658 Hougang Avenue 8,"Hougang Avenue 8, Hougang, Northeast, 538784, Singapore"
13 Flora Rd,"Avila Gardens Condominium, 13, Flora Road, Changi, Southeast, 509733, Singapore"
143 Petir Road,"Blk 143, 143, Petir Road, Jelebu, Bukit Panjang, Northwest, 670143, Singapore"
76 Lorong Limau,"76, Lorong Limau, Novena, Central, 320089, Singapore"
14 Eunos Crescent,"14, Eunos Crescent, Eunos Crescent View, Geylang, Southeast, 400014, Singapore"
151 Bedok Reservoir Road,"151, Bedok Reservoir Road, Eunos Spring, Bedok, Northeast, 470151, Singapore"
357B Ubi Road 3,"357B, Ubi Road 3, Geylang, Southeast, 402357, Singapore"
149 Bedok Reservoir Road,"149, Bedok Reservoir Road, Eunos Spring, Bedok, Northeast, 470149, Singapore"
126 Geylang East Avenue 1,"126, Geylang East Avenue 1, Geylang East Garden, Geylang, Southeast, 381126, Singapore"
Limau Grove,"Limau Grove, Bedok, Southeast, 468585, Singapore"
117B Jalan Tenteram,"117B, Jalan Tenteram, Tenteram Peak, Novena, Central, 321117, Singapore"
171 Woodlands Street 11,"171, Woodlands Street 11, Woodlands, Northwest, 730171, Singapore"
713 Tampines Street 71,"713, Tampines Street 71, Tampines Starlight, Tampines, Northeast, 520713, Singapore"
10 Newton Rd,"Gloucester Mansions, 10, Newton Road, Novena, Central, 307947, Singapore"
140 Punggol Walk,"Punggol Walk, Punggol Field West, Punggol, Northeast, 821271, Singapore"
432B Yishun Avenue 1,"Yishun Avenue 1, Yishun, Northwest, 769039, Singapore"
310 Serangoon Avenue 2,"Serangoon Avenue 2, Serangoon, Southeast, 556138, Singapore"
509A Wellington Circle,"509A, Wellington Circle, Wellington View, Sembawang, Northwest, 751509, Singapore"
113 Teck Whye Lane,"113, Teck Whye Lane, Teck Whye, Choa Chu Kang, Southwest, 680113, Singapore"
701 West Coast Road,"701, West Coast Road, Westview Gardens, Clementi, Southwest, 120701, Singapore"
189C Rivervale Drive,"Rivervale Drive, Rivervale, Seng Kang, Northeast, 540151, Singapore"
325C Sengkang East Way,"325C, Sengkang East Way, Anchorvale, Seng Kang, Northeast, 543325, Singapore"
1 Pk Rd,"1, Sandwich Road, Medway Park, Queenstown, Southwest, 139150, Singapore"
82B Circuit Road,"82B, Circuit Road, Macpherson Spring, Geylang, Southeast, 372082, Singapore"
692A Choa Chu Kang Crescent,"Choa Chu Kang Crescent, Yew Tee, Choa Chu Kang, Southwest, 689097, Singapore"
141 Potong Pasir Avenue 3,"141, Potong Pasir Avenue 3, Toa Payoh, Southeast, 350141, Singapore"
727 Jurong West Avenue 5,"727, Jurong West Avenue 5, Yunnan, Jurong West, Southwest, 640727, Singapore"
20 Sin Ming Walk,"Sin Ming Walk, Sin Ming, Bishan, Central, 573904, Singapore"
607 Senja Road,"Blk 607, 607, Senja Road, Senja, Bukit Panjang, Northwest, 677742, Singapore"
108 Bedok Reservoir Road,"108, Bedok Reservoir Road, Eunos Vista, Bedok, Northeast, 470108, Singapore"
148 Serangoon North Avenue 1,"148, Serangoon North Avenue 1, Serangoon, Southeast, 550152, Singapore"
95 Tampines Ave 1,"Tampines Avenue 1, Tampines West, Tampines, Northeast, 520803, Singapore"
Hong Kong Park,"Hong Kong Park, Bukit Timah, Northwest, Singapore"
Sembawang Springs Estate,"Sembawang Springs Estate, Sembawang, Northwest, Singapore"
18 Ang Mo Kio Ctrl 3,"18, Ang Mo Kio Central 3, Grandeur 8, Ang Mo Kio, Central, 567749, Singapore"
538 Jelapang Road,"Blk 538, 538, Jelapang Road, Saujana, Bukit Panjang, Northwest, 671524, Singapore"
30 Lorong Mydin,"30, Lorong Mydin, Kembangan, Bedok, Southeast, 416825, Singapore"
47A Edgefield Plains,"47A, Edgefield Plains, Punggol Field East, Punggol, Northeast, 828714, Singapore"
491 Admiralty Link,"491, Admiralty Link, Sembawang Green, Sembawang, Northwest, 750491, Singapore"
635B Senja Road,"Blk 635B, 635B, Senja Road, Senja, Bukit Panjang, Northwest, 670629, Singapore"
7 Lorong 42 Geylang,"7, Lorong 42 Geylang, Geylang, Southeast, 389597, Singapore"
209A Boon Lay Place,"Boon Lay Place, Jurong West, Southwest, 640190, Singapore"
Macpherson Garden Estate,"72, Jalan Gembira, Joo Seng, Southeast, 368125, Singapore"
1 Sin Ming Walk,"Spring Block, 1, Sin Ming Walk, Sin Ming, Bishan, Central, 575565, Singapore"
14 Canberra Dr,"14, Canberra Drive, Sembawang, Northwest, 760175, Singapore"
7 Lorong 27A Geylang,"7, Lorong 27A Geylang, Geylang, Southeast, 389498, Singapore"
Frankel Estate,"125, Frankel Avenue, Bedok, Southeast, 458995, Singapore"
880 Upper Bukit Timah Rd,"880, Upper Bukit Timah Road, Jelebu, Bukit Panjang, Northwest, 679696, Singapore"
386 Bukit Batok West Avenue 5,"Bukit Gombak Community Centre, 386, Bukit Batok West Avenue 5, Bukit Gombak, Bukit Batok, Southwest, 650386, Singapore"
1 Dover Road,"Dover Community Centre, 1, Dover Road, Rochester Hill, Queenstown, Southwest, 130001, Singapore"
7500A Beach Rd,"Beach Road, Bugis, Downtown Core, Central, 189699, Singapore"
18 Cantonment Close,"18, Cantonment Close, Cantonment Towers, Bukit Merah, Central, 080018, Singapore"
Lorong 110 Changi,"Lorong 110 Changi, Telok Kurau, Bedok, Southeast, 419817, Singapore"
4 Marina Boulevard,"Harry's (The Sail), #01-31, 4, Marina Boulevard, Downtown Central, Downtown Core, Central, 018986, Singapore"
3 Oxford Rd,"Oxford Road, Kallang, Central, 218815, Singapore"
363 Clementi Avenue 2,"363, Clementi Avenue 2, The Clementview, Clementi, Southwest, 120363, Singapore"
248 Bishan Street 22,"248, Bishan Street 22, Marymount, Bishan, Central, 570284, Singapore"
1 Lorong 24 Geylang,"1, Lorong 24 Geylang, Geylang, Southeast, 399535, Singapore"
412 Saujana Road,"Blk 412, 412, Saujana Road, Fajar, Bukit Panjang, Northwest, 670414, Singapore"
366 Yishun Ring Road,"Yishun Ring Road, Yishun, Northwest, 760675, Singapore"
468 Ang Mo Kio Avenue 10,"468, Ang Mo Kio Avenue 10, Teck Ghee Horizon, Ang Mo Kio, Central, 560468, Singapore"
348A Yishun Avenue 11,"348A, Yishun Avenue 11, Yishun, Northwest, 761348, Singapore"
Serangoon Road,"Serangoon Road, Little India, Rochor, Central, 218067, Singapore"
175 Bencoolen St,"Wing Seong Fatty's, 175, Bencoolen Street, Selegie, Rochor, Central, 189649, Singapore"
33 Club St,"Club Street, Chinatown, Outram, Central, 069462, Singapore"
31 Club St,"Club Street, Chinatown, Outram, Central, 069462, Singapore"
112B Depot Road,"112B, Depot Road, Bukit Merah, Southwest, 109708, Singapore"
627A Tampines Street 61,"627A, Tampines Street 61, Tampines GreenVerge, Tampines, Northeast, 521627, Singapore"
131 Bishan Street 12,"131, Bishan Street 12, Bishan, Central, 570131, Singapore"
51 Hindhede Walk,"51, Hindhede Walk, Springdale Condominium, Bukit Panjang, Northwest, 587976, Singapore"
138 Yishun Ring Road,"Yishun Ring Road, Yishun, Northwest, 760675, Singapore"
271 Toh Guan Road,"271, Toh Guan Road, Jurong East, Southwest, 600271, Singapore"
31 Teban Gardens Road,"31, Teban Gardens Road, Teban Gardens, Southwest, 600031, Singapore"
214 Bedok North Street 1,"214, Bedok North Street 1, Bedok, Southeast, 460214, Singapore"
612 Yishun Street 61,"Yishun Street 61, Yishun, Northwest, 769028, Singapore"
165 Bedok South Road,"165, Bedok South Road, Siglap East, Bedok, Southeast, 460165, Singapore"
409 Woodlands Street 41,"409, Woodlands Street 41, Woodlands, Northwest, 730409, Singapore"
244 Simei Street 5,"Blk 244, 244, Simei Street 5, Tampines, Southeast, 520244, Singapore"
1 Simei St 4,"Simei Street 4, Simei, Southeast, 520227, Singapore"
179 Lompang Road,"Lompang Road, Jelebu, Bukit Panjang, Northwest, 677743, Singapore"
62B Strathmore Avenue,"Strathmore Green, 62B, Strathmore Avenue, Queenstown, Central, 143062, Singapore"
528 Woodlands Drive 14,"528, Woodlands Drive 14, Woodlands, Northwest, 730528, Singapore"
146 Pasir Ris Street 11,"146, Pasir Ris Street 11, Pasir Ris, Northeast, 510146, Singapore"
75 Telok Blangah Drive,"75, Telok Blangah Drive, Bukit Merah, Southwest, 100075, Singapore"
88 Tanah Merah Kechil Ave,"88, Tanah Merah Kechil Avenue, Optima Tanah Merah, Bedok, Southeast, 465518, Singapore"
119 Hougang Avenue 1,"Hougang Avenue 1, Tai Seng, Southeast, 532175, Singapore"
92 Commonwealth Drive,"92, Commonwealth Drive, Queenstown, Northwest, 140092, Singapore"
643B Senja Close,"Senja Close, Senja, Bukit Panjang, Northwest, 677632, Singapore"
172 Hougang Avenue 1,"Hougang Avenue 1, Tai Seng, Southeast, 532175, Singapore"
Onan Road,"Onan Road, Joo Chiat, Geylang, Southeast, 424482, Singapore"
Lengkong Tiga,"Lengkong Tiga, Kembangan, Bedok, Southeast, 417408, Singapore"
2 Marine Terrace,"2, Marine Terrace, Marine Terrace Walk, Marine Parade, Southeast, 440002, Singapore"
Geylang Heritage,"Geylang Heritage, 34, Lorong 34 Geylang, Geylang, Southeast, 389525, Singapore"
21 Chiku Rd,"Chiku Road, Joo Chiat, Geylang, Southeast, 423988, Singapore"
1557 Keppel Rd,"Keppel Road, Bukit Merah, Central, 080019, Singapore"
Kembangan Villas,"Lengkong Tiga, Kembangan, Bedok, Southeast, 417408, Singapore"
35 Marine Crescent,"35, Marine Crescent, Marine Crescent Ville, Marine Parade, Southeast, 440035, Singapore"
Eunos Green,"Eunos Green, Bedok, Southeast, Singapore"
803A Keat Hong Close,"803A, Keat Hong Close, Keat Hong, Choa Chu Kang, Southwest, 681803, Singapore"
51 Mandalay Rd,"Monarchy Apartments, 51, Mandalay Road, Novena, Central, 329777, Singapore"
30 Tanah Merah Kechil Rd,"30, Tanah Merah Kechil Road, East Meadows, Bedok, Southeast, 465558, Singapore"
764 Choa Chu Kang North 5,"Choa Chu Kang North 5, Choa Chu Kang, Southwest, 680533, Singapore"
1 Lorong 28 Geylang,"1, Lorong 28 Geylang, Geylang, Southeast, 398406, Singapore"
110 Bukit Purmei Road,"Bukit Purmei Road, Bukit Purmei Ville, Bukit Merah, Central, 090112, Singapore"
28 Cassia Crescent,"Cassia Crescent, Geylang, Southeast, 390036, Singapore"
35 Marine Crescent,"35, Marine Crescent, Marine Crescent Ville, Marine Parade, Southeast, 440035, Singapore"
The Shaughnessy,"The Shaughnessy, Yishun Avenue 1, Yishun, Northwest, 767996, Singapore"
5 Bassein Rd,"Bassein Court, 5, Bassein Road, Novena, Central, 303698, Singapore"
334 Hougang Avenue 5,"334, Hougang Avenue 5, Hougang, Northeast, 530334, Singapore"
403 Jurong West Street 42,"403, Jurong West Street 42, Hong Kah, Jurong West, Southwest, 640403, Singapore"
694 Jurong West Central 1,"694, Jurong West Central 1, Boon Lay Place, Jurong West, Southwest, 640694, Singapore"
757 Yishun Street 72,"757, Yishun Street 72, Chong Pang, Yishun, Northwest, 760749, Singapore"
10 Bukit Batok St 41,"10, Bukit Batok Street 41, Le Quest, Bukit Batok, Southwest, 657977, Singapore"
8 Boon Lay Dr,"Summerdale, 8, Boon Lay Drive, Boon Lay, Jurong West, Southwest, 649928, Singapore"
244 Bukit Panjang Ring Road,"Bukit Panjang Ring Road, Senja, Bukit Panjang, Northwest, 679910, Singapore"
357 Bukit Batok Street 31,"357, Bukit Batok Street 31, Bukit Gombak, Bukit Batok, Southwest, 650357, Singapore"
312C Sumang Link,"Punggol ParcVista, 312C, Sumang Link, Waterway West, Punggol, Northeast, 823312, Singapore"
715 Tampines Street 71,"715, Tampines Street 71, Tampines Starlight, Tampines, Northeast, 520715, Singapore"
616 Bedok Reservoir Road,"616, Bedok Reservoir Road, Bedok, Northeast, 470616, Singapore"
